line,size,line_impedance,line_length
1151,111,0.77,0.15
1152,57,0.67,0.34
1153,152,0.57,0.37
1154,81,0.32,0.35
1155,85,0.68,0.21
1156,84,0.49,0.33
1157,152,0.25,0.27
1158,68,0.33,0.29
1159,56,0.34,0.24
1160,107,0.78,0.2
1161,57,0.37,0.11
1162,170,0.55,0.33
1163,34,0.39,0.15
1164,41,0.73,0.31
1165,125,0.38,0.36
1166,25,0.37,0.25
1167,90,0.21,0.25
1168,99,0.76,0.28
1169,175,0.59,0.23
1170,196,0.35,0.39
1171,128,0.41,0.37
1172,124,0.38,0.16
1173,38,0.3,0.24
1174,94,0.71,0.15
1175,151,0.21,0.14
1176,83,0.28,0.37
1177,163,0.73,0.39
1178,66,0.31,0.11
1179,163,0.41,0.22
1180,142,0.71,0.35
1181,49,0.24,0.21
1182,148,0.49,0.37
1183,183,0.45,0.28
1184,61,0.48,0.36
1185,102,0.79,0.26
1186,102,0.34,0.22
1187,99,0.79,0.3
1188,148,0.53,0.19
1189,195,0.29,0.27
1190,40,0.57,0.35
1191,175,0.67,0.26
1192,116,0.56,0.14
1193,149,0.51,0.13
1194,145,0.67,0.29
1195,51,0.24,0.36
1196,137,0.21,0.22
1197,53,0.58,0.28
1198,84,0.75,0.34
1199,77,0.64,0.31
1200,113,0.31,0.32
1201,39,0.55,0.37
1202,107,0.79,0.16
1203,46,0.36,0.21
1204,133,0.45,0.39
1205,149,0.65,0.34
1206,29,0.25,0.11
1207,91,0.47,0.36
1208,160,0.34,0.35
1209,99,0.48,0.31
1210,184,0.55,0.19
1211,108,0.52,0.12
1212,101,0.27,0.12
1213,156,0.52,0.2
1214,159,0.66,0.38
1215,120,0.54,0.39
1216,161,0.31,0.39
1217,43,0.37,0.2
1218,166,0.72,0.28
1219,47,0.46,0.34
1220,23,0.62,0.11
1221,187,0.37,0.25
1222,195,0.44,0.13
1223,125,0.44,0.2
1224,68,0.72,0.17
1225,200,0.35,0.32
1226,68,0.25,0.27
1227,186,0.53,0.25
1228,109,0.5,0.32
1229,179,0.8,0.16
1230,137,0.34,0.27
1231,110,0.41,0.27
1232,30,0.23,0.31
1233,91,0.62,0.27
1234,24,0.41,0.31
1235,148,0.78,0.13
1236,200,0.24,0.29
1237,111,0.35,0.25
1238,187,0.75,0.19
1239,41,0.78,0.34
1240,56,0.4,0.32
1241,143,0.39,0.14
1242,124,0.3,0.11
1243,93,0.53,0.16
1244,85,0.21,0.26
1245,102,0.23,0.21
1246,56,0.37,0.22
1247,32,0.53,0.18
1248,121,0.39,0.4
1249,100,0.53,0.33
1250,162,0.26,0.15
1251,158,0.53,0.39
1252,143,0.64,0.38
1253,186,0.45,0.16
1254,176,0.21,0.3
1255,113,0.6,0.2
1256,39,0.34,0.19
1257,57,0.29,0.29
1258,26,0.23,0.1
1259,87,0.73,0.22
1260,187,0.22,0.32
1261,62,0.42,0.4
1262,143,0.45,0.13
1263,99,0.22,0.21
1264,67,0.75,0.19
1265,151,0.59,0.35
1266,185,0.21,0.22
1267,50,0.78,0.28
1268,163,0.65,0.2
1269,143,0.45,0.26
1270,93,0.31,0.16
1271,96,0.25,0.27
1272,38,0.61,0.27
1273,130,0.28,0.13
1274,46,0.34,0.28
1275,47,0.77,0.34
1276,20,0.31,0.31
1277,71,0.58,0.28
1278,102,0.71,0.12
1279,116,0.26,0.28
1280,196,0.78,0.23
1281,54,0.56,0.2
1282,54,0.25,0.15
1283,119,0.56,0.32
1284,193,0.36,0.18
1285,45,0.46,0.28
1286,189,0.74,0.33
1287,90,0.63,0.25
1288,50,0.71,0.15
1289,170,0.64,0.25
1290,72,0.42,0.26
1291,77,0.48,0.39
1292,28,0.52,0.17
1293,76,0.37,0.33
1294,138,0.59,0.38
1295,186,0.35,0.12
1296,57,0.49,0.39
1297,35,0.41,0.38
1298,84,0.79,0.14
1299,141,0.77,0.15
1300,78,0.29,0.23
1301,169,0.26,0.18
1302,100,0.63,0.34
1303,72,0.74,0.25
1304,175,0.64,0.11
1305,84,0.6,0.11
1306,42,0.33,0.12
1307,157,0.67,0.31
1308,35,0.72,0.23
1309,140,0.48,0.14
1310,44,0.72,0.16
1311,177,0.65,0.38
1312,161,0.47,0.15
1313,85,0.48,0.18
1314,181,0.64,0.18
1315,187,0.49,0.31
1316,188,0.3,0.28
1317,22,0.26,0.21
1318,91,0.28,0.27
1319,187,0.37,0.11
1320,27,0.52,0.15
1321,180,0.42,0.38
1322,175,0.63,0.15
1323,56,0.77,0.33
1324,149,0.48,0.28
1325,169,0.22,0.17
1326,42,0.76,0.18
1327,152,0.66,0.17
1328,60,0.37,0.24
1329,83,0.31,0.18
1330,164,0.65,0.3
1331,195,0.2,0.27
1332,128,0.78,0.32
1333,39,0.51,0.29
1334,126,0.42,0.12
1335,28,0.36,0.39
1336,97,0.22,0.38
1337,129,0.36,0.29
1338,150,0.34,0.2
1339,65,0.25,0.34
1340,53,0.34,0.25
1341,128,0.79,0.2
1342,43,0.45,0.36
1343,180,0.35,0.31
1344,151,0.52,0.35
1345,52,0.79,0.34
1346,32,0.4,0.1
1347,131,0.76,0.32
1348,24,0.26,0.38
1349,104,0.53,0.21
1350,84,0.38,0.3
1351,48,0.22,0.11
1352,94,0.33,0.26
1353,33,0.7,0.16
1354,140,0.77,0.19
1355,37,0.76,0.21
1356,141,0.26,0.31
1357,31,0.69,0.23
1358,26,0.49,0.25
1359,52,0.63,0.19
1360,183,0.72,0.19
1361,110,0.27,0.19
1362,40,0.66,0.19
1363,95,0.21,0.17
1364,166,0.78,0.17
1365,100,0.34,0.24
1366,176,0.24,0.29
1367,56,0.75,0.31
1368,183,0.61,0.37
1369,139,0.69,0.16
1370,166,0.6,0.31
1371,64,0.48,0.11
1372,181,0.39,0.2
1373,41,0.32,0.4
1374,72,0.23,0.12
1375,71,0.22,0.21
1376,182,0.59,0.26
1377,174,0.4,0.15
1378,133,0.51,0.29
1379,85,0.71,0.36
1380,49,0.58,0.35
1381,58,0.72,0.28
1382,143,0.28,0.39
1383,101,0.53,0.16
1384,161,0.44,0.29
1385,100,0.65,0.31
1386,66,0.28,0.33
1387,86,0.42,0.34
1388,195,0.42,0.33
1389,79,0.51,0.22
1390,45,0.62,0.32
1391,80,0.77,0.13
1392,152,0.39,0.18
1393,187,0.58,0.27
1394,191,0.68,0.13
1395,164,0.69,0.21
1396,52,0.61,0.2
1397,164,0.41,0.32
1398,126,0.48,0.13
1399,99,0.24,0.19
1400,137,0.65,0.26
1401,44,0.65,0.31
1402,107,0.44,0.14
1403,183,0.38,0.15
1404,161,0.44,0.26
1405,139,0.41,0.25
1406,167,0.6,0.11
1407,140,0.62,0.4
1408,91,0.75,0.25
1409,39,0.41,0.33
1410,109,0.41,0.22
1411,188,0.71,0.14
1412,114,0.49,0.32
1413,46,0.54,0.32
1414,125,0.55,0.16
1415,33,0.66,0.22
1416,158,0.32,0.26
1417,59,0.56,0.18
1418,178,0.68,0.21
1419,168,0.37,0.34
1420,98,0.32,0.28
1421,100,0.62,0.3
1422,131,0.64,0.14
1423,146,0.21,0.28
1424,82,0.76,0.11
1425,130,0.73,0.18
1426,148,0.77,0.35
1427,35,0.67,0.19
1428,193,0.63,0.27
1429,166,0.63,0.38
1430,56,0.36,0.4
1431,150,0.47,0.36
1432,123,0.23,0.37
1433,98,0.46,0.23
1434,87,0.22,0.22
1435,124,0.26,0.39
1436,46,0.58,0.38
1437,170,0.55,0.22
1438,178,0.21,0.21
1439,35,0.8,0.26
1440,60,0.6,0.36
1441,172,0.68,0.28
1442,123,0.44,0.12
1443,58,0.33,0.28
1444,115,0.49,0.15
1445,162,0.43,0.14
1446,194,0.34,0.33
1447,35,0.21,0.16
1448,99,0.4,0.35
1449,56,0.5,0.11
1450,40,0.79,0.19
1451,53,0.69,0.28
1452,112,0.37,0.28
1453,59,0.56,0.26
1454,114,0.53,0.28
1455,54,0.37,0.11
1456,27,0.79,0.13
1457,88,0.4,0.35
1458,26,0.44,0.16
1459,140,0.28,0.18
1460,23,0.35,0.18
1461,88,0.22,0.29
1462,23,0.54,0.39
1463,158,0.48,0.2
1464,94,0.72,0.37
1465,77,0.74,0.32
1466,146,0.45,0.3
1467,179,0.75,0.2
1468,74,0.36,0.11
1469,109,0.66,0.32
1470,111,0.47,0.28
1471,92,0.55,0.25
1472,31,0.71,0.24
1473,115,0.29,0.21
1474,186,0.47,0.14
1475,180,0.34,0.21
1476,100,0.51,0.22
1477,64,0.76,0.25
1478,110,0.76,0.33
1479,198,0.55,0.28
1480,165,0.23,0.23
1481,110,0.43,0.15
1482,159,0.53,0.14
1483,139,0.76,0.21
1484,172,0.56,0.25
1485,63,0.23,0.25
1486,110,0.5,0.31
1487,104,0.77,0.34
1488,176,0.5,0.27
1489,146,0.45,0.17
1490,85,0.46,0.26
1491,155,0.46,0.24
1492,118,0.4,0.15
1493,51,0.36,0.3
1494,65,0.7,0.35
1495,138,0.32,0.35
1496,49,0.72,0.37
1497,102,0.52,0.18
1498,189,0.72,0.13
1499,25,0.36,0.28
1500,147,0.7,0.21
1501,79,0.71,0.21
1502,25,0.28,0.19
1503,34,0.68,0.32
1504,96,0.66,0.39
1505,20,0.2,0.14
1506,38,0.67,0.23
1507,195,0.71,0.28
1508,95,0.69,0.2
1509,100,0.8,0.36
1510,95,0.55,0.34
1511,101,0.72,0.21
1512,105,0.7,0.25
1513,167,0.23,0.12
1514,28,0.23,0.36
1515,189,0.25,0.36
1516,110,0.75,0.29
1517,40,0.75,0.1
1518,27,0.32,0.18
1519,44,0.79,0.25
1520,33,0.25,0.27
1521,143,0.78,0.1
1522,193,0.77,0.2
1523,98,0.25,0.38
1524,67,0.48,0.31
1525,190,0.31,0.28
1526,80,0.66,0.25
1527,98,0.66,0.39
1528,114,0.79,0.23
1529,76,0.23,0.18
1530,142,0.73,0.18
1531,44,0.21,0.35
1532,35,0.69,0.14
1533,178,0.48,0.36
1534,162,0.29,0.37
1535,127,0.78,0.18
1536,58,0.7,0.35
1537,48,0.53,0.16
1538,179,0.57,0.39
1539,161,0.51,0.11
1540,60,0.46,0.37
1541,166,0.53,0.19
1542,182,0.63,0.36
1543,81,0.4,0.18
1544,182,0.66,0.35
1545,171,0.34,0.1
1546,132,0.77,0.39
1547,48,0.2,0.15
1548,116,0.57,0.16
1549,110,0.53,0.13
1550,159,0.43,0.15
1551,63,0.78,0.22
1552,118,0.52,0.36
1553,58,0.66,0.27
1554,140,0.41,0.39
1555,34,0.4,0.27
1556,139,0.29,0.17
1557,199,0.6,0.11
1558,34,0.8,0.13
1559,182,0.57,0.16
1560,173,0.79,0.23
1561,49,0.4,0.14
1562,180,0.72,0.2
1563,171,0.21,0.38
1564,80,0.29,0.33
1565,59,0.55,0.27
1566,94,0.44,0.33
1567,36,0.67,0.21
1568,69,0.48,0.19
1569,79,0.31,0.11
1570,121,0.68,0.11
1571,196,0.61,0.27
1572,131,0.47,0.22
1573,27,0.33,0.16
1574,124,0.72,0.31
1575,151,0.37,0.11
1576,105,0.58,0.1
1577,140,0.25,0.29
1578,90,0.58,0.23
1579,153,0.48,0.29
1580,132,0.55,0.21
1581,168,0.68,0.39
1582,193,0.46,0.18
1583,99,0.56,0.21
1584,82,0.57,0.22
1585,156,0.54,0.18
1586,129,0.36,0.38
1587,84,0.34,0.25
1588,98,0.31,0.33
1589,86,0.43,0.12
1590,74,0.53,0.13
1591,61,0.6,0.28
1592,59,0.4,0.14
1593,161,0.27,0.26
1594,86,0.64,0.12
1595,59,0.64,0.38
1596,140,0.6,0.34
1597,120,0.72,0.16
1598,93,0.68,0.27
1599,122,0.4,0.39
1600,117,0.77,0.32
1601,134,0.73,0.4
1602,101,0.22,0.23
1603,193,0.55,0.24
1604,42,0.67,0.4
1605,127,0.42,0.28
1606,56,0.53,0.17
1607,153,0.72,0.1
1608,191,0.63,0.15
1609,32,0.27,0.2
1610,71,0.26,0.32
1611,189,0.7,0.23
1612,84,0.35,0.28
1613,136,0.76,0.22
1614,52,0.41,0.35
1615,32,0.42,0.36
1616,129,0.64,0.13
1617,34,0.58,0.19
1618,179,0.77,0.18
1619,59,0.28,0.18
1620,130,0.53,0.39
1621,133,0.29,0.22
1622,175,0.41,0.23
1623,139,0.43,0.32
1624,140,0.79,0.2
1625,197,0.39,0.28
1626,43,0.38,0.26
1627,89,0.49,0.25
1628,26,0.44,0.27
1629,79,0.63,0.26
1630,180,0.24,0.31
1631,89,0.6,0.15
1632,87,0.46,0.37
1633,71,0.31,0.35
1634,168,0.42,0.29
1635,63,0.3,0.33
1636,58,0.44,0.16
1637,92,0.22,0.21
1638,121,0.39,0.11
1639,126,0.67,0.14
1640,68,0.3,0.14
1641,29,0.32,0.31
1642,59,0.39,0.29
1643,20,0.74,0.12
1644,194,0.24,0.17
1645,164,0.63,0.34
1646,43,0.25,0.17
1647,152,0.34,0.37
1648,167,0.23,0.28
1649,90,0.62,0.21
1650,109,0.23,0.27
1651,49,0.49,0.12
1652,37,0.39,0.35
1653,110,0.51,0.13
1654,167,0.51,0.21
1655,79,0.78,0.24
1656,109,0.33,0.26
1657,67,0.57,0.15
1658,95,0.77,0.18
1659,65,0.71,0.33
1660,162,0.53,0.31
1661,65,0.55,0.35
1662,189,0.22,0.34
1663,146,0.61,0.17
1664,129,0.32,0.33
1665,46,0.6,0.18
1666,73,0.34,0.17
1667,172,0.2,0.15
1668,180,0.61,0.21
1669,32,0.74,0.28
1670,54,0.45,0.32
1671,129,0.36,0.17
1672,172,0.66,0.11
1673,21,0.4,0.31
1674,43,0.72,0.26
1675,73,0.44,0.33
1676,79,0.52,0.11
1677,23,0.24,0.18
1678,64,0.39,0.27
1679,24,0.68,0.35
1680,163,0.31,0.35
1681,189,0.28,0.18
1682,73,0.69,0.38
1683,130,0.21,0.35
1684,122,0.42,0.12
1685,96,0.36,0.28
1686,95,0.34,0.19
1687,147,0.32,0.31
1688,39,0.78,0.32
1689,105,0.26,0.33
1690,200,0.8,0.33
1691,96,0.68,0.22
1692,168,0.26,0.39
1693,65,0.79,0.39
1694,154,0.76,0.16
1695,37,0.73,0.17
1696,31,0.47,0.34
1697,171,0.56,0.19
1698,153,0.68,0.16
1699,73,0.66,0.33
1700,85,0.67,0.38
1701,79,0.78,0.25
1702,80,0.39,0.15
1703,62,0.45,0.23
1704,115,0.73,0.37
1705,135,0.58,0.28
1706,137,0.44,0.12
1707,169,0.43,0.26
1708,195,0.22,0.33
1709,95,0.4,0.29
1710,135,0.56,0.18
1711,180,0.53,0.18
1712,53,0.27,0.35
1713,154,0.54,0.23
1714,70,0.72,0.4
1715,133,0.46,0.32
1716,159,0.45,0.34
1717,20,0.26,0.32
1718,156,0.53,0.16
1719,30,0.66,0.32
1720,93,0.21,0.4
1721,158,0.23,0.27
1722,150,0.51,0.24
1723,75,0.31,0.3
1724,136,0.59,0.11
1725,194,0.78,0.23
1726,31,0.39,0.12
1727,44,0.39,0.33
1728,113,0.43,0.12
1729,103,0.58,0.17
1730,185,0.25,0.13
1731,92,0.55,0.32
1732,85,0.2,0.21
1733,73,0.33,0.2
1734,41,0.35,0.34
1735,138,0.46,0.32
1736,78,0.63,0.15
1737,97,0.74,0.27
1738,180,0.24,0.19
1739,105,0.28,0.16
1740,22,0.77,0.22
1741,77,0.43,0.25
1742,116,0.77,0.19
1743,153,0.51,0.21
1744,173,0.68,0.33
1745,150,0.58,0.19
1746,171,0.32,0.14
1747,43,0.38,0.21
1748,79,0.49,0.39
1749,183,0.73,0.38
1750,145,0.6,0.29
1751,52,0.43,0.33
1752,178,0.29,0.32
1753,154,0.45,0.31
1754,199,0.49,0.35
1755,30,0.53,0.31
1756,137,0.65,0.3
1757,165,0.74,0.12
1758,65,0.76,0.18
1759,198,0.68,0.11
1760,108,0.75,0.28
1761,64,0.37,0.33
1762,144,0.43,0.31
1763,188,0.23,0.12
1764,162,0.44,0.17
1765,134,0.43,0.3
1766,141,0.24,0.36
1767,93,0.55,0.22
1768,94,0.64,0.35
1769,33,0.32,0.28
1770,120,0.22,0.19
1771,180,0.68,0.35
1772,195,0.57,0.11
1773,83,0.55,0.14
1774,53,0.37,0.19
1775,123,0.73,0.25
1776,106,0.54,0.11
1777,61,0.6,0.33
1778,130,0.63,0.22
1779,111,0.72,0.18
1780,61,0.52,0.13
1781,77,0.24,0.21
1782,79,0.52,0.15
1783,148,0.69,0.21
1784,125,0.43,0.24
1785,168,0.6,0.12
1786,57,0.27,0.28
1787,117,0.73,0.31
1788,180,0.2,0.33
1789,91,0.53,0.35
1790,111,0.61,0.39
1791,88,0.59,0.32
1792,148,0.77,0.12
1793,116,0.5,0.38
1794,32,0.57,0.17
1795,60,0.68,0.27
1796,31,0.54,0.26
1797,45,0.7,0.35
1798,99,0.62,0.24
1799,182,0.32,0.25
1800,191,0.63,0.11
1801,130,0.39,0.11
1802,37,0.69,0.39
1803,197,0.71,0.38
1804,150,0.76,0.26
1805,24,0.72,0.3
1806,64,0.29,0.35
1807,122,0.45,0.29
1808,99,0.67,0.35
1809,178,0.48,0.13
1810,124,0.66,0.23
1811,168,0.44,0.14
1812,80,0.21,0.39
1813,130,0.5,0.36
1814,45,0.2,0.33
1815,58,0.7,0.29
1816,185,0.65,0.28
1817,115,0.6,0.13
1818,58,0.47,0.24
1819,62,0.44,0.23
1820,70,0.67,0.15
1821,79,0.61,0.3
1822,121,0.56,0.31
1823,171,0.68,0.2
1824,55,0.7,0.12
1825,82,0.52,0.26
1826,46,0.62,0.21
1827,181,0.67,0.37
1828,188,0.66,0.2
1829,157,0.56,0.33
1830,115,0.29,0.17
1831,101,0.65,0.23
1832,85,0.7,0.18
1833,123,0.39,0.14
1834,27,0.6,0.27
1835,146,0.39,0.36
1836,145,0.33,0.32
1837,102,0.6,0.39
1838,124,0.24,0.16
1839,34,0.22,0.31
1840,176,0.34,0.26
1841,111,0.28,0.35
1842,54,0.54,0.26
1843,75,0.25,0.34
1844,137,0.58,0.26
1845,148,0.29,0.16
1846,184,0.59,0.26
1847,158,0.64,0.37
1848,100,0.54,0.34
1849,78,0.6,0.34
1850,52,0.33,0.16
1851,167,0.36,0.11
1852,33,0.38,0.2
1853,150,0.77,0.28
1854,128,0.48,0.35
1855,108,0.21,0.19
1856,196,0.76,0.3
1857,130,0.46,0.17
1858,106,0.53,0.16
1859,183,0.55,0.3
1860,185,0.51,0.13
1861,28,0.27,0.1
1862,185,0.53,0.39
1863,90,0.7,0.18
1864,196,0.43,0.14
1865,46,0.25,0.17
1866,181,0.74,0.3
1867,28,0.41,0.21
1868,198,0.71,0.25
1869,48,0.38,0.21
1870,116,0.69,0.29
1871,174,0.29,0.23
1872,148,0.68,0.34
1873,115,0.72,0.35
1874,71,0.75,0.24
1875,48,0.63,0.3
1876,97,0.51,0.25
1877,38,0.57,0.11
1878,151,0.59,0.19
1879,152,0.33,0.21
1880,112,0.77,0.25
1881,69,0.26,0.24
1882,57,0.65,0.3
1883,133,0.36,0.22
1884,131,0.58,0.12
1885,159,0.79,0.31
1886,112,0.8,0.34
1887,101,0.48,0.18
1888,96,0.73,0.2
1889,132,0.7,0.25
1890,122,0.64,0.14
1891,118,0.31,0.28
1892,153,0.61,0.3
1893,192,0.61,0.33
1894,160,0.66,0.27
1895,61,0.32,0.17
1896,52,0.33,0.26
1897,97,0.62,0.35
1898,59,0.57,0.37
1899,42,0.69,0.28
1900,101,0.25,0.17
1901,108,0.35,0.26
1902,63,0.6,0.17
1903,72,0.24,0.15
1904,189,0.24,0.1
1905,171,0.45,0.33
1906,28,0.74,0.21
1907,72,0.36,0.21
1908,128,0.78,0.31
1909,90,0.52,0.35
1910,150,0.35,0.28
1911,189,0.68,0.37
1912,131,0.75,0.13
1913,106,0.25,0.33
1914,39,0.72,0.21
1915,151,0.6,0.2
1916,27,0.22,0.22
1917,181,0.69,0.25
1918,72,0.49,0.29
1919,153,0.54,0.25
1920,67,0.67,0.19
1921,85,0.44,0.28
1922,120,0.29,0.33
1923,43,0.73,0.26
1924,150,0.22,0.37
1925,117,0.54,0.39
1926,166,0.31,0.3
1927,164,0.22,0.13
1928,130,0.25,0.22
1929,142,0.62,0.2
1930,141,0.62,0.19
1931,168,0.59,0.37
1932,34,0.79,0.37
1933,32,0.43,0.37
1934,110,0.78,0.17
1935,95,0.27,0.19
1936,159,0.4,0.33
1937,36,0.78,0.28
1938,24,0.35,0.31
1939,191,0.28,0.28
1940,110,0.7,0.3
1941,170,0.4,0.12
1942,174,0.57,0.21
1943,110,0.55,0.33
1944,184,0.22,0.36
1945,75,0.57,0.18
1946,38,0.28,0.11
1947,23,0.21,0.35
1948,134,0.72,0.23
1949,117,0.79,0.23
1950,178,0.73,0.34
1951,152,0.39,0.2
1952,135,0.57,0.18
1953,173,0.46,0.3
1954,190,0.75,0.22
1955,185,0.61,0.31
1956,187,0.23,0.36
1957,101,0.68,0.31
1958,158,0.44,0.4
1959,66,0.74,0.13
1960,125,0.74,0.22
1961,20,0.51,0.14
1962,162,0.68,0.34
1963,196,0.75,0.34
1964,142,0.79,0.33
1965,58,0.67,0.35
1966,51,0.57,0.29
1967,103,0.29,0.33
1968,56,0.75,0.32
1969,145,0.62,0.28
1970,97,0.47,0.33
1971,54,0.56,0.38
1972,47,0.51,0.14
1973,159,0.39,0.3
1974,41,0.27,0.35
1975,59,0.78,0.11
1976,37,0.7,0.36
1977,24,0.6,0.13
1978,39,0.65,0.37
1979,147,0.5,0.23
1980,113,0.38,0.24
1981,161,0.4,0.33
1982,101,0.22,0.3
1983,139,0.27,0.4
1984,131,0.43,0.26
1985,36,0.27,0.25
1986,150,0.52,0.11
1987,91,0.5,0.27
1988,191,0.75,0.13
1989,164,0.42,0.11
1990,80,0.72,0.22
1991,136,0.69,0.35
1992,25,0.6,0.15
1993,30,0.71,0.38
1994,82,0.37,0.2
1995,88,0.37,0.22
1996,195,0.72,0.35
1997,180,0.34,0.27
1998,88,0.44,0.3
1999,177,0.64,0.16
2000,96,0.57,0.33
2001,77,0.5,0.17
2002,62,0.68,0.32
2003,155,0.65,0.21
2004,147,0.39,0.22
2005,47,0.22,0.37
2006,135,0.36,0.24
2007,179,0.53,0.36
2008,35,0.53,0.3
2009,147,0.66,0.37
2010,164,0.69,0.16
2011,150,0.36,0.26
2012,60,0.3,0.27
2013,31,0.42,0.1
2014,136,0.3,0.15
2015,153,0.24,0.35
2016,20,0.61,0.29
2017,82,0.31,0.13
2018,57,0.73,0.28
2019,131,0.48,0.35
2020,26,0.27,0.19
2021,172,0.71,0.36
2022,56,0.36,0.27
2023,177,0.54,0.37
2024,20,0.57,0.33
2025,144,0.68,0.24
2026,161,0.41,0.25
2027,106,0.37,0.36
2028,136,0.59,0.12
2029,110,0.49,0.29
2030,50,0.43,0.26
2031,21,0.35,0.1
2032,96,0.74,0.2
2033,42,0.29,0.38
2034,138,0.43,0.18
2035,101,0.4,0.25
2036,21,0.48,0.29
2037,35,0.35,0.11
2038,168,0.67,0.39
2039,67,0.48,0.37
2040,176,0.33,0.13
2041,192,0.26,0.24
2042,193,0.28,0.4
2043,100,0.63,0.34
2044,164,0.29,0.12
2045,142,0.21,0.26
2046,79,0.55,0.25
2047,83,0.32,0.21
2048,117,0.76,0.14
2049,52,0.41,0.1
2050,172,0.73,0.4
2051,33,0.53,0.31
2052,165,0.54,0.36
2053,143,0.64,0.23
2054,172,0.28,0.21
2055,146,0.45,0.39
2056,176,0.58,0.37
2057,136,0.48,0.22
2058,120,0.42,0.36
2059,195,0.8,0.26
2060,149,0.66,0.32
2061,169,0.79,0.32
2062,184,0.31,0.26
2063,83,0.24,0.4
2064,46,0.49,0.2
2065,69,0.41,0.25
2066,75,0.49,0.14
2067,200,0.25,0.22
2068,96,0.78,0.33
2069,133,0.66,0.25
2070,32,0.23,0.2
2071,43,0.55,0.26
2072,35,0.23,0.36
2073,159,0.64,0.12
2074,154,0.67,0.13
2075,21,0.29,0.14
2076,37,0.63,0.2
2077,56,0.46,0.31
2078,24,0.42,0.39
2079,117,0.72,0.31
2080,23,0.3,0.37
2081,145,0.56,0.2
2082,41,0.57,0.39
2083,50,0.51,0.21
2084,178,0.3,0.17
2085,185,0.53,0.4
2086,37,0.61,0.34
2087,52,0.58,0.15
2088,26,0.6,0.39
2089,31,0.38,0.21
2090,200,0.55,0.3
2091,96,0.32,0.28
2092,124,0.56,0.23
2093,191,0.37,0.17
2094,90,0.75,0.36
2095,168,0.73,0.19
2096,132,0.37,0.4
2097,141,0.59,0.25
2098,162,0.34,0.11
2099,100,0.58,0.36
2100,26,0.52,0.32
2101,65,0.45,0.25
2102,58,0.25,0.37
2103,195,0.43,0.12
2104,189,0.3,0.28
2105,100,0.6,0.38
2106,70,0.68,0.3
2107,25,0.78,0.33
2108,45,0.24,0.38
2109,133,0.41,0.24
2110,94,0.58,0.28
2111,185,0.69,0.38
2112,194,0.24,0.38
2113,198,0.72,0.26
2114,172,0.77,0.28
2115,183,0.28,0.35
2116,151,0.59,0.31
2117,40,0.51,0.14
2118,144,0.29,0.38
2119,31,0.58,0.21
2120,21,0.71,0.34
2121,125,0.42,0.18
2122,21,0.24,0.19
2123,50,0.66,0.28
2124,119,0.2,0.22
2125,192,0.77,0.33
2126,92,0.54,0.16
2127,157,0.27,0.14
2128,177,0.68,0.34
2129,119,0.32,0.2
2130,148,0.75,0.28
2131,56,0.71,0.13
2132,65,0.24,0.19
2133,186,0.56,0.3
2134,41,0.33,0.33
2135,92,0.38,0.24
2136,91,0.4,0.2
2137,109,0.76,0.28
2138,71,0.8,0.25
2139,55,0.31,0.19
2140,94,0.65,0.25
2141,168,0.76,0.2
2142,168,0.36,0.29
2143,85,0.39,0.17
2144,106,0.75,0.26
2145,67,0.48,0.21
2146,100,0.22,0.13
2147,96,0.55,0.23
2148,165,0.51,0.16
2149,54,0.42,0.38
2150,44,0.57,0.23
2151,191,0.23,0.19
2152,120,0.7,0.24
2153,24,0.23,0.14
2154,119,0.34,0.14
2155,71,0.24,0.3
2156,76,0.25,0.36
2157,96,0.43,0.28
2158,58,0.41,0.31
2159,141,0.6,0.16
2160,75,0.24,0.14
2161,158,0.35,0.34
2162,21,0.77,0.16
2163,173,0.63,0.11
2164,58,0.28,0.35
2165,49,0.24,0.27
2166,128,0.65,0.24
2167,196,0.23,0.2
2168,98,0.32,0.26
2169,25,0.31,0.18
2170,67,0.5,0.25
2171,41,0.33,0.37
2172,96,0.79,0.16
2173,116,0.65,0.33
2174,40,0.45,0.21
2175,200,0.37,0.18
2176,74,0.35,0.38
2177,81,0.47,0.17
2178,73,0.75,0.18
2179,28,0.38,0.25
2180,101,0.4,0.4
2181,106,0.2,0.12
2182,198,0.62,0.36
2183,159,0.35,0.18
2184,92,0.32,0.11
2185,70,0.51,0.28
2186,196,0.73,0.23
2187,67,0.21,0.22
2188,181,0.57,0.13
2189,185,0.24,0.23
2190,56,0.58,0.32
2191,123,0.28,0.38
2192,74,0.22,0.27
2193,146,0.46,0.3
2194,121,0.47,0.35
2195,100,0.33,0.26
2196,93,0.22,0.11
2197,140,0.45,0.39
2198,76,0.59,0.3
2199,116,0.66,0.27
2200,169,0.75,0.36
2201,68,0.29,0.31
2202,159,0.25,0.32
2203,119,0.45,0.37
2204,139,0.28,0.23
2205,183,0.34,0.17
2206,60,0.37,0.39
2207,165,0.58,0.18
2208,102,0.8,0.29
2209,193,0.48,0.18
2210,43,0.22,0.27
2211,91,0.37,0.32
2212,68,0.31,0.35
2213,88,0.74,0.34
2214,189,0.69,0.18
2215,98,0.32,0.2
2216,57,0.51,0.15
2217,137,0.4,0.3
2218,148,0.64,0.17
2219,52,0.57,0.19
2220,133,0.37,0.24
2221,130,0.73,0.28
2222,41,0.28,0.18
2223,85,0.53,0.28
2224,82,0.27,0.28
2225,64,0.69,0.32
